Licence No,Licence Category,Trading As,Address,Suburb,Postcode,Postal Address,Postal Suburb,Postal Postcode,Council Name,Licensee,
32244236,Restaurant and cafe Licence,MIYAKO JAPANESE CUISINE,SHOP UR2 SOUTHGATE,SOUTHBANK,3006,SHOP UR2 SOUTHGATE,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,TRIO HARMONY INVESTMENTS PTY LTD,
32244244,Restaurant and cafe Licence,FRIENDS DUMPLING HOUSE,647 WARRIGAL ROAD,CHADSTONE,3148,647 WARRIGAL ROAD,CHADSTONE,3148,MONASH CITY COUNCIL,H & H INDUSTRY PTY LTD,
32244286,Restaurant and cafe Licence,TROTTERS RESTAURANT,398-400 LYGON STREET,CARLTON,3053,398-400 LYGON STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,TROTTERS PTY LTD,
32244309,Restaurant and cafe Licence,HATTORI HANZO,15-17 STATION ROAD,CHELTENHAM,3192,199 CHARMAN ROAD,CHELTENHAM,3192,KINGSTON CITY COUNCIL,CLCBD PTY LTD,
32244333,On-Premises Licence,MELTON INDOOR SPORTS CENTRE,LOT 10 RESERVE ROAD,MELTON,3337,LOT 10 RESERVE ROAD,MELTON,3337,MELTON SHIRE COUNCIL,NUOCELL PTY LTD,
32244341,On-Premises Licence,ORMOND HALL,559 ST KILDA ROAD,MELBOURNE,3001,559 ST KILDA ROAD,MELBOURNE,3000,MELBOURNE CITY COUNCIL,SARATOGA AUSTRALIA PTY LTD,
32244375,Late night (on-premises) Licence,STEEPLES,MORNINGTON RACECOURSE 50 RACECOURSE ROAD,MORNINGTON,3931,C/O MR SIMON GARDNER PO BOX 231,CAULFIELD EAST,3145,MORNINGTON PENINSULA SHIRE COUNCIL,VICTORIA AMATEUR TURF CLUB,
32244383,Restaurant and cafe Licence,WILD ORGANIC CAFE,122-126 ORMOND ROAD,ELWOOD,3184,SHOP 4/ 122-126 ORMOND ROAD,ELWOOD,3184,PORT PHILLIP CITY COUNCIL,BEN ROSE HOLDINGS PTY LTD,
32244414,Restaurant and cafe Licence,BISTROT D'ORSAY,184-186 COLLINS STREET,MELBOURNE,3000,184-186 COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,BLOOMINGDALES FINE FOODS PTY LTD,
32244448,On-Premises Licence,AFTER THE TEARS,9 GORDON STREET,ELSTERNWICK,3185,9 GORDON STREET,ELSTERNWICK,3185,GLEN EIRA CITY COUNCIL,CLASSIC VODKA PTY LTD,
32244456,Restaurant and cafe Licence,RED CAFE,GROUND FLOOR 369 ROYAL PARADE,PARKVILLE,3052,GROUND FLOOR 369 ROYAL PARADE,PARKVILLE,3052,MELBOURNE CITY COUNCIL,RED CAFE PTY LTD,
32244498,Restaurant and cafe Licence,VIENI QUA,149 VICTORIA AVENUE,ALBERT PARK,3206,45 RAGLAN STREET,PRESTON,3072,PORT PHILLIP CITY COUNCIL,TONY OSKY,
32244511,Restaurant and cafe Licence,LEMONGRASS,174-178 LYGON STREET,CARLTON,3053,174-178 LYGON STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,MIKEM PTY LTD,
32244529,Restaurant and cafe Licence,RED HOT WOK,313 TOORAK ROAD,SOUTH YARRA,3141,313 TOORAK ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,SATOKE PTY LTD,
32244537,Restaurant and cafe Licence,MR BULGOGI,189 SMITH STREET,FITZROY,3065,189 SMITH STREET,FITZROY,3065,YARRA CITY COUNCIL,SI YOUNG YANG,
32244545,Restaurant and cafe Licence,THE PALMS FOOD COURT AND RESTAURANT,213-215 BLACKBURN ROAD,SYNDAL,3150,213 BLACKBURN ROAD,SYNDAL,3149,MONASH CITY COUNCIL,LOGESWARY MAHENDRANATHAN,
32244579,Restaurant and cafe Licence,LA LUNA BISTRO,GROUND FLOOR & 1ST FLOOR 320 RATHDOWNE STREET,CARLTON NORTH,3054,GROUND FLOOR & 1ST FLOOR 320 RATHDOWNE STREET,CARLTON NORTH,3054,MELBOURNE CITY COUNCIL,LA LUNA BISTRO PTY LTD,
32244587,Restaurant and cafe Licence,RIVERS CAFE,28-50 KURRAK ROAD,YARRAMBAT,3091,28-50 KURRAK ROAD,YARRAMBAT,3091,NILLUMBIK SHIRE COUNCIL,MOUNT BALDRIC PTY LTD,
32244618,Restaurant and cafe Licence,THE INDIAN ROAST,285 HEATHS ROAD,WERRIBEE,3030,285 HEATHS ROAD,WERRIBEE,3030,WYNDHAM CITY COUNCIL,DHANANJAY MEHRA,
32244668,On-Premises Licence,OVERNEWTON CASTLE RECEPTIONS,OVERNEWTON CASTLE OVERNEWTON ROAD,KEILOR,3036,OVERNEWTON CASTLE OVERNEWTON ROAD,KEILOR,3036,BRIMBANK CITY COUNCIL,LESLIE JAMES NORTON,
32244676,On-Premises Licence,MA'S DUMPLING DEN,88 GRATTAN STREET,CARLTON,3053,51 MARGARET STREET,MOONEE PONDS,3039,MELBOURNE CITY COUNCIL,PLAY MANAGEMENT PTY LTD,
32244684,Restaurant and cafe Licence,RED RICE,193 BRUNSWICK STREET,FITZROY,3065,193 BRUNSWICK STREET,FITZROY,3065,YARRA CITY COUNCIL,CHAU NGOC TRAN,
32244723,On-Premises Licence,DARE III,56-58 VICTORIA STREET,RICHMOND,3121,56-58 VICTORIA STREET,RICHMOND,3121,YARRA CITY COUNCIL,HWAN GI JEONG,
32244731,Restaurant and cafe Licence,JOSEPHINE'S AT THE BRIARS,LOT 2 NEPEAN HIGHWAY,MOUNT MARTHA,3934,450 NEPEAN HIGHWAY,MOUNT MARTHA,3934,MORNINGTON PENINSULA SHIRE COUNCIL,MICHAEL JOHN BAYNE,
32244765,Restaurant and cafe Licence,LA PORCHETTA SUNSHINE,261 BALLARAT ROAD,BRAYBROOK,3019,261 BALLARAT ROAD,BRAYBROOK,3019,BRIMBANK CITY COUNCIL,NAIB PTY LTD,
32244799,Late night (on-premises) Licence,A-MUSIC KARAOKE,25 MARY STREET,PRESTON,3072,25 MARY STREET,PRESTON,3072,DAREBIN CITY COUNCIL,A-MUSIC PTY LTD,
32244804,Late night (on-premises) Licence,YAK BAR & FOOD,SHOP 15 GROUND FLOOR 161 COLLINS STREET,MELBOURNE,3000,PO BOX 13199 LAW COURTS,MELBOURNE,8010,MELBOURNE CITY COUNCIL,YAK BAR PTY LTD,
32244812,Restaurant and cafe Licence,FRATELLI PIZZA PASTA FAMILY RESTAURANT,227 CRANBOURNE ROAD,FRANKSTON,3199,227 CRANBOURNE ROAD,FRANKSTON,3199,FRANKSTON CITY COUNCIL,DIMAGGIOS CAFE PTY LTD,
32244846,Restaurant and cafe Licence,CODE ZABB,232 KING STREET,MELBOURNE,3000,232 KING STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,CODE & DEE PTY LTD,
32244854,Restaurant and cafe Licence,JADE COURT CHINESE RESTAURANT,SHOP 2 1179 POINT NEPEAN ROAD,ROSEBUD,3939,SHOP 2 1179 POINT NEPEAN ROAD,ROSEBUD,3939,MORNINGTON PENINSULA SHIRE COUNCIL,ALEX YEE,
32244862,On-Premises Licence,GRANDSTAR RECEPTION & CONVENTION CENTRE,CORNER GRIEVE PARADE & DOHERTYS ROAD,ALTONA NORTH,3025,P.O. BOX 421,ALTONA NORTH,3025,HOBSONS BAY CITY COUNCIL,GRANDSTAR RECEPTION & CONVENTION CENTRE PTY LTD,
32244888,Restaurant and cafe Licence,LUCKY CHAN,SHOP 31- 8 WHITEMAN STREET CROWN ENTERTAINMENT COMPLEX,SOUTHBANK,3006,SHOP 31- 8 WHITEMAN STREET CROWN ENTERTAINMENT COMPLEX,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,SUMMIT VICTORIA PTY LTD,
32244896,Restaurant and cafe Licence,QUINNI,100 ORMOND ROAD,ELWOOD,3184,UNIT 5 298 SOUTH ROAD,HAMPTON EAST,3188,PORT PHILLIP CITY COUNCIL,M & J GLOBAL PTY LTD,
32244935,On-Premises Licence,AH'LOYS MALAYSIA RESTAURANT,278 BAY STREET,BRIGHTON,3186,278 BAY STREET,BRIGHTON,3186,BAYSIDE CITY COUNCIL,WARGON HOLDINGS PTY LTD,
32244951,Restaurant and cafe Licence,SOTTILE'S PIZZA TAKE AWAY AND RESTAURANT HOPPERS C,SHOP 1 BRANTON ROAD,HOPPERS CROSSING,3029,41 BUSHLARK CRESCENT BRANTON ROAD,WILLIAMS LANDING,3027,WYNDHAM CITY COUNCIL,NARAYAN CORPORATION PTY LTD,
32244977,Restaurant and cafe Licence,CAFE DE COCHIN,256 SWAN STREET,RICHMOND,3121,256 SWAN STREET,RICHMOND,3121,YARRA CITY COUNCIL,QIANJIE PTY LTD,
32244985,Restaurant and cafe Licence,JAPAN INN,11 KEYS STREET,BEAUMARIS,3193,11 KEYS STREET,BEAUMARIS,3193,BAYSIDE CITY COUNCIL,XIAO-XIONG GUO,
32244993,Restaurant and cafe Licence,FRIENDS ON THE HILL,104 MAIN ROAD,MONBULK,3793,104 MAIN ROAD,MONBULK,3793,YARRA RANGES SHIRE COUNCIL,MADDY MOO PTY LTD,
32245046,Restaurant and cafe Licence,CAFFE DOMAIN,GROUND FLOOR SHOPS 1 & 2 171 DOMAIN ROAD,SOUTH YARRA,3141,GROUND FLOOR SHOPS 1 & 2 171 DOMAIN ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,FLAIRINVEST PTY LTD,
32245054,On-Premises Licence,WILLIAMSTOWN BAY & RIVER CRUISES,VAULT LEVEL 1 12 FEDERATION WALK WHARF,MELBOURNE,3000,PO BOX 196 12 FEDERATION WALK WHARF,WILLIAMSTOWN,3016,MELBOURNE CITY COUNCIL,WILLIAMSTOWN BAY & RIVER CRUISES PTY LTD,
32245151,Restaurant and cafe Licence,THEO'S TAVERN,GROUND FLOOR 66 STATION STREET,SANDRINGHAM,3191,GROUND FLOOR 66 STATION STREET,SANDRINGHAM,3191,BAYSIDE CITY COUNCIL,SAPHYLEA PTY LTD,
32245193,Restaurant and cafe Licence,NA SONGKHLA THAI RESTAURANT,40 WERE STREET,MONTMORENCY,3094,40 WERE STREET,MONTMORENCY,3094,NILLUMBIK SHIRE COUNCIL,SONGKLOD NA SONGKHLA,
32245208,Restaurant and cafe Licence,CHIN CHIN'S AT KOTO MOON,647 RATHDOWNE STREET,CARLTON NORTH,3054,647 RATHDOWNE STREET,CARLTON NORTH,3054,MELBOURNE CITY COUNCIL,WILFAR PTY LTD,
32245240,Restaurant and cafe Licence,,1647 NEPEAN HIGHWAY,ROSEBUD WEST,3940,1647 NEPEAN HIGHWAY,ROSEBUD WEST,3940,MORNINGTON PENINSULA SHIRE COUNCIL,J & S 1983 PTY LTD,
32245258,On-Premises Licence,THE BATHS,3278 POINT NEPEAN ROAD,SORRENTO,3943,3278 POINT NEPEAN ROAD,SORRENTO,3943,MORNINGTON PENINSULA SHIRE COUNCIL,SORRENTO SEA BATHS PTY LTD,
32245282,Restaurant and cafe Licence,BIANCO'S LOCALE,237 LOWER HEIDELBERG ROAD,IVANHOE,3079,285 HIGH STREET,KEW,3101,BANYULE CITY COUNCIL,NICOMATTOJO PTY LTD,
32245321,Restaurant and cafe Licence,NAKED JAPAN,99 VICTORIA AVENUE,ALBERT PARK,3206,99 VICTORIA AVENUE,ALBERT PARK,3206,PORT PHILLIP CITY COUNCIL,GIMO KIM,
32245339,Restaurant and cafe Licence,VOLUMES,70 COMMERCIAL PLACE,ELTHAM,3095,70 COMMERCIAL PLACE,ELTHAM,3095,NILLUMBIK SHIRE COUNCIL,BIJALU PTY LTD,
32245347,Restaurant and cafe Licence,SHALLOT THAI RESTAURANT,181 WAVERLEY ROAD,MALVERN EAST,3145,181 WAVERLEY ROAD,MALVERN EAST,3145,STONNINGTON CITY COUNCIL,PANUWAT VIROONHAMAS,
32245363,Restaurant and cafe Licence,RUGANTINO RESTAURANT,SHOPS 2 & 3 419-423 NEPEAN HIGHWAY,FRANKSTON,3199,SHOPS 2 & 3 419-423 NEPEAN HIGHWAY,FRANKSTON,3199,FRANKSTON CITY COUNCIL,AZZURRI ENTERPRISES PTY LTD,
32245389,Restaurant and cafe Licence,SANTORINI,787 GLENFERRIE ROAD,HAWTHORN,3122,79 SHERBROOKE AVENUE,OAKLEIGH SOUTH,3167,BOROONDARA CITY COUNCIL,E SIX HOSPITALITY PTY LTD,
32245397,Restaurant and cafe Licence,CAFE 58,58 JOHNSTON STREET,FITZROY,3065,58 JOHNSTON STREET,FITZROY,3065,YARRA CITY COUNCIL,NGOC SUONG THI NGUYEN,
32245436,Restaurant and cafe Licence,ROWLAND'S FLINDERS BAKEHOUSE CAFE,60 COOK STREET,FLINDERS,3929,PO BOX 76,SHOREHAM,3916,MORNINGTON PENINSULA SHIRE COUNCIL,GEORGINA ROWLANDS,
32245486,On-Premises Licence,LEROY ESPRESSO,191-193 ACLAND STREET,ST KILDA,3182,191-193 ACLAND STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,LEROY ON LEROY PTY LTD,
32245494,On-Premises Licence,THE EVERLEIGH MELBOURNE,LEVEL 1 150-156 GERTRUDE STREET,FITZROY,3065,LEVEL 1 150-156 GERTRUDE STREET,FITZROY,3065,YARRA CITY COUNCIL,THE EVERLEIGH MELBOURNE PTY LTD,
32245525,Restaurant and cafe Licence,ITAHLIA RESTAURANT,SUNBURY CENTRAL SHOPPING CENTRE 25-49 HORNE STREET,SUNBURY,3429,SUNBURY CENTRAL SHOPPING CENTRE 25-49 HORNE STREET,SUNBURY,3429,HUME CITY COUNCIL,CONATHY PTY LTD,
32245541,On-Premises Licence,BALA DA DHABA,63 GLEN EIRA ROAD,RIPPONLEA,3185,63 GLEN EIRA ROAD,RIPPONLEA,3185,GLEN EIRA CITY COUNCIL,INDER PRASHAD,
32245575,Restaurant and cafe Licence,BISTRO K,366 SMITH STREET,COLLINGWOOD,3066,366 SMITH STREET,COLLINGWOOD,3066,YARRA CITY COUNCIL,JEON & PARK PTY LTD,
32245606,Restaurant and cafe Licence,LA PORCHETTA PIZZA RESTAURANT - MENTONE,121-123 MENTONE PARADE,MENTONE,3194,24 JACANA CRESCENT,WILLIAMS LANDING,3027,KINGSTON CITY COUNCIL,SHRI MARUTINANDAN PTY LTD,
32245630,Restaurant and cafe Licence,ATTICA RESTAURANT,74 GLEN EIRA ROAD,RIPPONLEA,3185,74 GLEN EIRA ROAD,RIPPONLEA,3185,GLEN EIRA CITY COUNCIL,TIPU PTY LTD,
32245656,Restaurant and cafe Licence,SMILE THAI CUISINE,357 VICTORIA STREET,WEST MELBOURNE,3003,357 VICTORIA STREET,WEST MELBOURNE,3003,MELBOURNE CITY COUNCIL,PAN & PARK PTY LTD,
32245664,Restaurant and cafe Licence,GINGER HOUSE CHINESE RESTAURANT,423 BAY STREET,BRIGHTON,3186,423 BAY STREET,BRIGHTON,3186,BAYSIDE CITY COUNCIL,MEKCO PTY LTD,
32245672,Late night (on-premises) Licence,LEVELS NIGHTCLUB,137-141 BOURKE STREET,MELBOURNE,3000,SUITE 201A- LEVEL 2- 499 ST KILDA ROAD,MELBOURNE,3004,MELBOURNE CITY COUNCIL,VIC DEVELOPMENT AND INVESTMENT PTY LTD,
32245680,Restaurant and cafe Licence,TA SALONA RESTAURANT,260A SWAN STREET,RICHMOND,3121,260A SWAN STREET,RICHMOND,3121,YARRA CITY COUNCIL,CERASTIUM PTY LTD,
32245698,Restaurant and cafe Licence,DONNINIS RESTAURANT,320 LYGON STREET,CARLTON,3053,320 LYGON STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,ROBERT BROGGIAN,
32245703,Restaurant and cafe Licence,DICAPRIO RESTAURANT,78-88 DERRIMUT ROAD,HOPPERS CROSSING,3029,78-88 DERRIMUT ROAD,HOPPERS CROSSING,3029,WYNDHAM CITY COUNCIL,T.G.M. PTY LTD,
32245729,Restaurant and cafe Licence,LUDO,SHOPS 1 & 2 118 QUEEN STREET,MELBOURNE,3000,118 QUEEN STREET 118 QUEEN STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,XUAN JUN PTY LTD,
32245761,On-Premises Licence,JD'S 8 BALL ROOM,CORNER WELLS ROAD & NEPEAN HWY,FRANKSTON,3199,19 LLOYD STREET,LANGWARRIN,3910,FRANKSTON CITY COUNCIL,LINDA MCCORMICK,
32245779,Late night (on-premises) Licence,THE ALLEY LOUNGE & NIGHT CLUB,67A EVANS STREET,SUNBURY,3429,2 WEST VISTA PLACE,NARRE WARREN NORTH,3804,HUME CITY COUNCIL,THE ALLEY LOUNGE & NIGHT CLUB PTY LTD,
32245787,Restaurant and cafe Licence,FRESCATIS FINE FOOD CAFE,469 LA TROBE STREET,MELBOURNE,3000,469 LA TROBE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,FENGLIAN LIANG,
32245795,Restaurant and cafe Licence,DECOY,303 EXHIBITION STREET,MELBOURNE,3000,5 CURRAWONG AVENUE,LALOR,3075,MELBOURNE CITY COUNCIL,BILL SPATHIS,
32245842,Late night (on-premises) Licence,CARLTON YACHT CLUB BAR,298 LYGON STREET,CARLTON,3053,PO BOX 390,CARLTON SOUTH,3053,MELBOURNE CITY COUNCIL,BELLA MACCHINA PTY LTD,
32245850,Restaurant and cafe Licence,MISS JACKSON CAFE,SHOP 2 19 GREY STREET,ST KILDA,3182,SHOP 2 19 GREY STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,JILLENE SLUI,
32245876,Restaurant and cafe Licence,SAN CHOI,298-302 HIGH STREET,KEW,3101,298-302 HIGH STREET,KEW,3101,BOROONDARA CITY COUNCIL,NEW CHINA SEA GROUP PTY LTD,
32245884,Restaurant and cafe Licence,PIND BALUCHI,2 REBOUND COURT,NARRE WARREN,3805,2 REBOUND COURT,NARRE WARREN,3805,CASEY CITY COUNCIL,PARDAMAN SINGH,
32245892,On-Premises Licence,CHINESE JIN DUMPLING HOUSE,162-164 HIGH STREET,KEW,3101,162-164 HIGH STREET,KEW,3101,BOROONDARA CITY COUNCIL,TJW INTERNATIONAL PTY LTD,
32245907,Restaurant and cafe Licence,PADMA'S KITCHEN,96 WATTON STREET,WERRIBEE,3030,96 WATTON STREET,WERRIBEE,3030,WYNDHAM CITY COUNCIL,PADMA GROUP PTY LTD,
32245923,Restaurant and cafe Licence,JAMON SUSHI & YAKATORI BAR,205 GREVILLE STREET,PRAHRAN,3181,205 GREVILLE STREET,PRAHRAN,3181,STONNINGTON CITY COUNCIL,AKIRA KAGEYAMA,
32245949,Restaurant and cafe Licence,SIAM TERRACE,240A DORSET ROAD,BORONIA,3155,240A DORSET ROAD,BORONIA,3155,KNOX CITY COUNCIL,PUWADOL ANGKAWANIT,
32245957,Restaurant and cafe Licence,,WATERGARDENS 399 MELTON HIGHWAY,TAYLORS LAKES,3038,PO BOX 570 399 MELTON HIGHWAY,PASCOE VALE,3044,BRIMBANK CITY COUNCIL,GEDER HOLDINGS PTY LTD,
32245965,Restaurant and cafe Licence,STRICTLY THAI,170 HIGH STREET,KEW,3101,170 HIGH STREET,KEW,3101,BOROONDARA CITY COUNCIL,YEW TEONG LOH,
32246018,Restaurant and cafe Licence,THE RINGWOOD CHINESE RESTAURANT,SHOP 5- 68-70 MAROONDAH HWY,RINGWOOD,3134,PO BOX 1121,CARLTON,3053,MAROONDAH CITY COUNCIL,FU WAH PTY LTD,
32246034,Restaurant and cafe Licence,CAFFE PANETTE,144 CECIL STREET,SOUTH MELBOURNE,3205,144 CECIL STREET,SOUTH MELBOURNE,3205,PORT PHILLIP CITY COUNCIL,PATRICK THOMAS,
32246042,Restaurant and cafe Licence,SIX KEYS,6-8 KEYS STREET,BEAUMARIS,3193,6-8 KEYS STREET,BEAUMARIS,3193,BAYSIDE CITY COUNCIL,SIX KEYS PTY LTD,
32246068,Restaurant and cafe Licence,THE TIN POT CAFE,248-250 ST GEORGES ROAD,FITZROY NORTH,3068,248-250 ST GEORGES ROAD,FITZROY NORTH,3068,YARRA CITY COUNCIL,DOMENIC LA ROCCA,
32246084,Restaurant and cafe Licence,OKRA RESTAURANT,159 CAMBERWELL ROAD,EAST HAWTHORN,3123,159 CAMBERWELL ROAD,EAST HAWTHORN,3123,BOROONDARA CITY COUNCIL,VITA DYNAMICA PTY LTD,
32246092,Restaurant and cafe Licence,KONBU JAPANESE CUISINE,479 GLENFERRIE ROAD,KOOYONG,3144,25 PLEASANT DRIVE,HEATHMONT,3135,STONNINGTON CITY COUNCIL,PARK & PARK INTERNATIONAL PTY LTD,
32246123,On-Premises Licence,GREEK COMMUNITY OF SPRINGVALE & DISTRICTS,UNIT 3 11-13 WARWICK AVENUE,SPRINGVALE,3171,UNIT 3 11-13 WARWICK AVENUE,SPRINGVALE,3171,GREATER DANDENONG CITY COUNCIL,GREEK COMMUNITY OF SPRINGVALE & DISTRICTS LTD,
32246165,Restaurant and cafe Licence,THE AFGHAN GALLERY RESTAURANT,327 BRUNSWICK STREET,FITZROY,3065,327 BRUNSWICK STREET,FITZROY,3065,YARRA CITY COUNCIL,NOURIA SALEHI,
32246204,Restaurant and cafe Licence,HILL 16 IRISH BAR & BISTRO,192 BARKLY STREET,ST KILDA,3182,192 BARKLY STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,HILL 16 IRISH BAR & BISTRO PTY LTD,
32246238,Restaurant and cafe Licence,KANZAMAN,458-460 BRIDGE ROAD,RICHMOND,3121,458-460 BRIDGE ROAD,RICHMOND,3121,YARRA CITY COUNCIL,MONA TALJ,
32246246,Restaurant and cafe Licence,SINGHA THAI RESTAURANT,125 PUCKLE STREET,MOONEE PONDS,3039,125 PUCKLE STREET,MOONEE PONDS,3039,MOONEE VALLEY CITY COUNCIL,WANNA ANUSORNCHONSAREE,
32246262,Restaurant and cafe Licence,CENTONOVE,109 COTHAM ROAD,KEW,3101,PO BOX 3017 COTHAM POST OFFICE,KEW,3101,BOROONDARA CITY COUNCIL,GALE MAREE DAVIDSON,
32246270,Restaurant and cafe Licence,KWAN'S TABLE,7 INKERMAN STREET,ST KILDA,3182,2017/22 DORCAS STREET,SOUTHBANK,3006,PORT PHILLIP CITY COUNCIL,KANOKWAN ABHINANJARUPONG,
32246296,Restaurant and cafe Licence,MING PAVILLION CHINESE RESTAURANT,42-44 BRICE AVENUE,MOOROOLBARK,3138,42-44 BRICE AVENUE,MOOROOLBARK,3138,YARRA RANGES SHIRE COUNCIL,MING INVESTMENTS AUSTRALIA PTY LTD,
32246301,Restaurant and cafe Licence,EAST OCEAN RESTAURANT,228 STATION STREET,THOMASTOWN,3075,228 STATION STREET,THOMASTOWN,3075,WHITTLESEA CITY COUNCIL,YING KONG LO,
32246327,Restaurant and cafe Licence,CHONGQING HOT POT,SHOP 18 VILLAGE WALK 52-54 O'SULLIVAN ROAD,GLEN WAVERLEY,3150,SHOP 18 VILLAGE WALK 52-54 O'SULLIVAN ROAD,GLEN WAVERLEY,3150,MONASH CITY COUNCIL,MIN CHEN,
32246343,Restaurant and cafe Licence,ST ANN'S ON RATHDOWNE STREET,401 RATHDOWNE STREET,CARLTON,3053,401 RATHDOWNE STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,ANN WILSON,
32246385,Restaurant and cafe Licence,MALT,23-25 SOUTH CONCOURSE,BEAUMARIS,3193,23-25 SOUTH CONCOURSE,BEAUMARIS,3193,BAYSIDE CITY COUNCIL,MT HOSPITALITY PTY LTD,
32246408,On-Premises Licence,TEA HOUSE ON BURKE AUTHENTIC CHINESE CUISINE,911-913 BURKE ROAD,HAWTHORN EAST,3123,911-913 BURKE ROAD,HAWTHORN EAST,3123,BOROONDARA CITY COUNCIL,TEA HOUSE ON BURKE PTY LTD,
32246424,Restaurant and cafe Licence,VICOLO,PART OF GROUND FLOOR 28-30 YOUNG STREET,MOONEE PONDS,3039,1A SUSSEX STREET 28-30 YOUNG STREET,MOONEE PONDS,3039,MOONEE VALLEY CITY COUNCIL,RISI PTY LTD,
32246432,On-Premises Licence,TOPE CHINESE RESTAURANT,8 LEAKE STREET,ESSENDON,3040,8 LEAKE STREET,ESSENDON,3040,MOONEE VALLEY CITY COUNCIL,YING WU,
32246440,Restaurant and cafe Licence,LAURENT BAKERY,306 LITTLE COLLINS STREET,MELBOURNE,3000,306 LITTLE COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,LAURENT BAKERY PTY LTD,
32246458,Restaurant and cafe Licence,MYTHOS HOUSE,11-13 VICTORIA STREET,DONCASTER,3108,11-13 VICTORIA STREET,DONCASTER,3108,MANNINGHAM CITY COUNCIL,OREON PTY LTD,
32246474,Restaurant and cafe Licence,ALL SMILES CAFE,SHOPS 1-4 10-14 RAILWAY AVENUE,RINGWOOD EAST,3135,SHOPS 1-4 10-14 RAILWAY AVENUE,RINGWOOD EAST,3135,MAROONDAH CITY COUNCIL,CUTTING EDGE ENTERPRISES (AUSTRALIA) PTY LTD,
32246482,Restaurant and cafe Licence,COFFEE ADDICTION,457 KEILOR ROAD,AIRPORT WEST,3042,457 KEILOR ROAD,AIRPORT WEST,3042,MOONEE VALLEY CITY COUNCIL,D'ALESSI ENTERPRISES PTY LTD,
32246505,On-Premises Licence,BELUGA FISH & CHIPPERY,39 TOORAK ROAD,SOUTH YARRA,3141,39 TOORAK ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,LE PANTO ENTERPRISES PTY LTD,
32246521,Restaurant and cafe Licence,JASMINE INN,16 ANDERSON STREET,YARRAVILLE,3013,16 ANDERSON STREET,YARRAVILLE,3013,MARIBYRNONG CITY COUNCIL,LUCIA LAI,
32246539,Restaurant and cafe Licence,CAFE FIDAMA,34 BALLARAT STREET,YARRAVILLE,3013,PO BOX 447,YARRAVILLE,3013,MARIBYRNONG CITY COUNCIL,FEEDWELL AUSTRALIA PTY LTD,
32246555,Restaurant and cafe Licence,LORCA,7-9 CENTRE PLACE,MELBOURNE,3000,SHOP 7-9 CENTRE PLACE 258-260 FLINDERS LANE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,RIVERACE NOMINEES PTY LTD,
32246571,Late night (on-premises) Licence,BOX ON COLLINS,189 COLLINS STREET,MELBOURNE,3000,189 COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,BOX ON COL PTY LTD,
32246597,Restaurant and cafe Licence,MR WOLF,9-15 INKERMAN STREET,ST KILDA,3182,15 INKERMAN STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,9-15 INKERMAN PTY LTD,
32246610,Restaurant and cafe Licence,MEXICALI ROSE,103 SWAN STREET,RICHMOND,3121,103 SWAN STREET,RICHMOND,3121,YARRA CITY COUNCIL,MEXICALI ROSE PTY LTD,
32246628,Restaurant and cafe Licence,KADHAI,436-438 BRIDGE ROAD,RICHMOND,3121,436-438 BRIDGE ROAD,RICHMOND,3121,YARRA CITY COUNCIL,AKSHAR FOODS PTY LTD,
32246636,On-Premises Licence,THE CONNOISSEURS CAFE BAR,SHOP 27 LYGON COURT 380 LYGON STREET,CARLTON,3053,SHOP 27 LYGON COURT 380 LYGON STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,CLARE FRANCES PEARCE,
32246652,On-Premises Licence,SERBIAN CULTURAL CENTRE,214-218 POWER ROAD,DOVETON,3177,214-218 POWER ROAD,DOVETON,3177,CASEY CITY COUNCIL,SERBIAN CULTURAL CENTRE NIKOLA TELSA REPUBLIC OF SERBIAN KRAJINA INC,
32246660,On-Premises Licence,AURORA RECEPTIONS,149-151 DONALD STREET,BRUNSWICK EAST,3057,149-151 DONALD STREET,BRUNSWICK EAST,3057,MORELAND CITY COUNCIL,GHATTAS PTY LTD,
