Licence No,Licence Category,Trading As,Address,Suburb,Postcode,Postal Address,Postal Suburb,Postal Postcode,Council Name,Licensee,
32322856,Restaurant and cafe Licence,NICKELBY AT DARNUM,308 DARNUM SHADY CREEK ROAD,DARNUM,3822,308 DARNUM SHADY CREEK ROAD,DARNUM,3822,BAW BAW SHIRE COUNCIL,NICKELBY AT DARNUM PTY LTD,
32322995,Restaurant and cafe Licence,LAKE PURRUMBETE COTTAGES,658 PURRUMBETE ESTATE ROAD,TESBURY,3260,658 PURRUMBETE ESTATE ROAD,TESBURY,3260,CORANGAMITE SHIRE COUNCIL,LOIS DUPLEIX,
32323030,Restaurant and cafe Licence,RAVENS CREEK FARM,740 HENDY MAIN ROAD,MORIAC,3240,13 BUTTERCUP DRIVE,MORIAC,3240,SURF COAST SHIRE COUNCIL,HAYDEN CHARLES FINDLAY,
32323072,Restaurant and cafe Licence,CATINALLA'S,58 FRANKLIN STREET,TRARALGON,3844,13 MABEL STREET,TRARALGON,3844,LATROBE CITY COUNCIL,DEANNA JOY INGRAVALLE,
32323103,Restaurant and cafe Licence,MOTO BEAN CAFE,50 CLOWES STREET,MALMSBURY,3446,PO BOX 97,MALMSBURY,3446,MACEDON RANGES SHIRE COUNCIL,GP CONSTRUCTION & DEVELOPMENTS PTY LTD,
32323111,Restaurant and cafe Licence,LITTLE ALICE CAFE,194 MAIN STREET,BAIRNSDALE,3875,PO BOX 11,LAKES ENTRANCE,3909,EAST GIPPSLAND SHIRE COUNCIL,THE LITTLE TRADING CO PTY LTD,
32323153,Restaurant and cafe Licence,MISS FRANCESCA'S,144 MURRAY STREET,COLAC,3250,PO BOX 309,COLAC,3250,COLAC-OTWAY SHIRE COUNCIL,MARCELLE ANNE PERRETT,
32323161,Restaurant and cafe Licence,,137 GREAT OCEAN ROAD,APOLLO BAY,3233,137 GREAT OCEAN ROAD,APOLLO BAY,3233,COLAC-OTWAY SHIRE COUNCIL,DAREN SHAW,
32323268,Restaurant and cafe Licence,THE TEA TREE GALLERY,59 PERCY STREET,PORTLAND,3305,PO BOX 1239,PORTLAND,3305,GLENELG SHIRE COUNCIL,BELINDA LOUISE WHITE,
32323307,Restaurant and cafe Licence,LYTTLE ASIA,281 LYTTLETON TERRACE & 56A WILLIAMSON STREET,BENDIGO,3550,281 LYTTLETON TERRACE,BENDIGO,3550,GREATER BENDIGO CITY COUNCIL,LYTTLE ASIA PTY LTD,
32323349,Restaurant and cafe Licence,OLD GREEN BEAN,179-181 LYTTLETON TERRACE,BENDIGO,3550,179-181 LYTTLETON TERRACE,BENDIGO,3550,GREATER BENDIGO CITY COUNCIL,CHRISTOPHER WADDINGTON,
32323404,Restaurant and cafe Licence,BAMBOO THAI RESTAURANT,152 ANSTRUTHER STREET,ECHUCA,3564,152 ANSTRUTHER STREET,ECHUCA,3564,CAMPASPE SHIRE COUNCIL,JUNTIMA BAMBOO THAI RESTAURANT PTY LTD,
32323420,Restaurant and cafe Licence,THE BLUE DRAGONFLY CAFE & GIFTS,76A SYDNEY STREET,KILMORE,3764,PO BOX 304,WALLAN,3756,MITCHELL SHIRE COUNCIL,THE BLUE DRAGONFLY CAFE & GIFTS PTY. LTD.,
32323462,Restaurant and cafe Licence,UMISANGO,SHOP 11 148-174 MOUNTJOY PARADE,LORNE,3232,SHOP 11 148-174 MOUNTJOY PARADE,LORNE,3232,SURF COAST SHIRE COUNCIL,J & M INTERNATIONAL TRADING PTY LTD,
32323501,Restaurant and cafe Licence,ROSALIES CONTINENTAL FOODS,180 ALLAN STREET,KYABRAM,3620,180 ALLAN STREET,KYABRAM,3620,CAMPASPE SHIRE COUNCIL,LESLIE GORDON MUNRO,
32323543,Restaurant and cafe Licence,CLIFFE'S CAFE & PIZZA,1 SYMONDS STREET,QUEENSCLIFF,3225,1 SYMONDS STREET,QUEENSCLIFF,3225,QUEENSCLIFFE BOROUGH COUNCIL,KHENI PTY LTD,
32323624,Restaurant and cafe Licence,SCHNITZ WAURN PONDS,135-177 COLAC ROAD,GROVEDALE,3216,930C- 135-177 COLAC ROAD,GROVEDALE,3216,GREATER GEELONG CITY COUNCIL,WAURNEY PTY LTD,
32323640,Restaurant and cafe Licence,URBAN 61,61 COMMERCIAL STREET,KORUMBURRA,3950,61 COMMERCIAL STREET,KORUMBURRA,3950,SOUTH GIPPSLAND SHIRE COUNCIL,KAMAR & SHEETAL PTY LTD,
32323705,Restaurant and cafe Licence,WANDILIGONG MAZE,11 WHITE STAR ROAD,WANDILIGONG,3744,PO BOX 125,WANDILIGONG,3744,ALPINE SHIRE COUNCIL,LYNNE FRANCES BULLEN,
32323771,Restaurant and cafe Licence,TAURUS RESTAURANT,320 STURT STREET,BALLARAT,3350,320 STURT STREET,BALLARAT,3350,BALLARAT CITY COUNCIL,HEIDI BELINDA GERMON,
32323836,On-Premises Licence,ALEXANDRA OVAL RECREATION RESERVE,WARATAH AVENUE,ARARAT,3377,ATT: JULIE KILPATRICK PO BOX 246,ARARAT,3377,ARARAT RURAL CITY COUNCIL,ALEXANDRA OVAL USER REFERENCE GROUP INC,
32323933,Restaurant and cafe Licence,RENDEZVOUS IN YEA,SHOPS 3 & 4 10 HIGH STREET,YEA,3717,SHOPS 3 & 4 10 HIGH STREET,YEA,3717,MURRINDINDI SHIRE COUNCIL,VICTORY BRIDGE PTY LTD,
32324002,Restaurant and cafe Licence,SENSOUK,40 FAITHFULL STREET,WANGARATTA,3677,40 FAITHFULL STREET,WANGARATTA,3677,WANGARATTA RURAL CITY COUNCIL,KHAMKHAUN SENSOURINH,
32324044,On-Premises Licence,READING CINEMAS,173-199 PIONEER ROAD,GROVEDALE,3216,173-199 PIONEER ROAD,GROVEDALE,3216,GREATER GEELONG CITY COUNCIL,READING CINEMAS PTY LTD,
32324078,Restaurant and cafe Licence,RIVENDELL FARM COTTAGES,926 STEPHENSON ROAD,TAMBO UPPER,3885,PO BOX 5224,FRANKSTON SOUTH,3199,EAST GIPPSLAND SHIRE COUNCIL,PETER GEOFFREY THOMAS,
32324167,On-Premises Licence,THE CAPITAL,50-52 VIEW STREET,BENDIGO,3550,50-52 VIEW STREET,BENDIGO,3550,GREATER BENDIGO CITY COUNCIL,GREATER BENDIGO CITY COUNCIL,
32324256,Restaurant and cafe Licence,TREATS @ BOGONG SKI CENTRE,238 KIEWA VALLEY HIGHWAY,TAWONGA SOUTH,3698,PO BOX 33,TAWONGA SOUTH,3698,ALPINE SHIRE COUNCIL,ELIZABETH NOSSAL CINATL,
32324311,Restaurant and cafe Licence,COFFEE CENTRAL MOE,10 MOORE STREET,MOE,3825,10 MOORE STREET,MOE,3825,LATROBE CITY COUNCIL,TREVOR JOHN BATT,
32324345,Restaurant and cafe Licence,FREEMAN ON FORD,97 FORD STREET,BEECHWORTH,3747,PO BOX 237,BEECHWORTH,3747,INDIGO SHIRE COUNCIL,HEIDI FREEMAN,
32324379,Restaurant and cafe Licence,CAFE AURA DELI,SHOP 3-19-23 SEYMOUR STREET,TRARALGON,3844,SHOP 3-19-23 SEYMOUR STREET,TRARALGON,3844,LATROBE CITY COUNCIL,CAFE AURA DELI PTY LTD,
32324387,Restaurant and cafe Licence,7 HAVELOCK,32A BANK STREET,PORT FAIRY,3284,32A BANK STREET,PORT FAIRY,3284,MOYNE SHIRE COUNCIL,BRETT LINCOLN HOLMES,
32324395,Restaurant and cafe Licence,MAD MEX WAURN PONDS,SHOP 980B WAURN PONDS SHOPPING CENTRE 135 / 177 COLAC ROAD,GROVEDALE,3216,PO BOX Q537 QUEEN VICTORIA BUILDING,SYDNEY,1230,GREATER GEELONG CITY COUNCIL,MAD MEX FRESH MEXICAN GRILL PTY LTD,
32324400,Restaurant and cafe Licence,TORQUAY WAVES ITALIAN RESTAURANT,SHOP 3 / 24 BELL STREET,TORQUAY,3228,4 LAWTON AVENUE,GEELONG WEST,3218,SURF COAST SHIRE COUNCIL,LAWTON DEVELOPMENTS PTY LTD,
32324434,On-Premises Licence,BENDIGO HARNESS RACING CLUB,LORD'S RACEWAY 646 MCIVOR HIGHWAY,JUNORTOUN,3551,PO BOX 939 646 MCIVOR HIGHWAY,BENDIGO,3552,GREATER BENDIGO CITY COUNCIL,BENDIGO HARNESS RACING CLUB INC,
32324507,Restaurant and cafe Licence,PORT ALBERT CAFE & WINE BAR,71 TARRAVILLE ROAD,PORT ALBERT,3971,PO BOX 53,PORT ALBERT,3971,WELLINGTON SHIRE COUNCIL,PORT ALBERT GENERAL STORE CAFE & WINE BAR PTY LTD,
32324523,Restaurant and cafe Licence,KILMORE PIZZA HOUSE BAR & BISTRO,1/66 SYDNEY STREET,KILMORE,3764,PO BOX 320,KILMORE,3764,MITCHELL SHIRE COUNCIL,SRI SAI BABA PTY LTD,
32324531,Restaurant and cafe Licence,BRAE RESTAURANT,4285 CAPE OTWAY ROAD,BIRREGURRA,3242,4285 CAPE OTWAY ROAD,BIRREGURRA,3242,COLAC-OTWAY SHIRE COUNCIL,BRAE RESTAURANT PTY LTD,
32324599,Restaurant and cafe Licence,FLAVOURS CASTLE,2-3- 57 THOMSON STREET,BELMONT,3216,2-3- 57 THOMSON STREET,BELMONT,3216,GREATER GEELONG CITY COUNCIL,SAJU PETER NADUVILAVEETTIL,
32324604,Restaurant and cafe Licence,LAKE CAFE & DECK,1 IRVINE PARADE,YARRAWONGA,3730,1 IRVINE PARADE,YARRAWONGA,3730,MOIRA SHIRE COUNCIL,NICOLE FIONA HIGGINS,
32324701,Restaurant and cafe Licence,JERUSALEM CREEK MARINA & HOLIDAY PARK,501 JERUSALEM CREEK ROAD,EILDON,3713,PO BOX 82,EILDON,3713,MURRINDINDI SHIRE COUNCIL,JERUSALEM CREEK MARINA & HOLIDAY PARK PTY LTD,
32324727,Restaurant and cafe Licence,BLAKES RESTAURANT,57 BANK STREET,PORT FAIRY,3284,57 BANK STREET,PORT FAIRY,3284,MOYNE SHIRE COUNCIL,BLAKES RESTAURANT PTY LTD,
32324751,Restaurant and cafe Licence,HOT MILLION INDIAN ITALIAN RESTAURANT,121 BRIDGE STREET EAST,BENALLA,3672,121 BRIDGE STREET EAST,BENALLA,3672,BENALLA RURAL CITY COUNCIL,GURUKIRPA JI PTY LTD,
32324777,Restaurant and cafe Licence,THE PROVINCE BY MATT DE ANGELO,29 LANGTREE AVENUE,MILDURA,3500,29 LANGTREE AVENUE,MILDURA,3500,MILDURA RURAL CITY COUNCIL,DE ANGELO'S PTY LTD,
32324785,Restaurant and cafe Licence,CAFE NU DELI,SHOP 4/186 MURRAY STREET,COLAC,3250,SHOP 4/186 MURRAY STREET,COLAC,3250,COLAC-OTWAY SHIRE COUNCIL,BRIAN JOHN MENZIES,
32324858,Restaurant and cafe Licence,JASHN,4/38 BELL STREET,TORQUAY,3228,2 GRASS TREE COURT,TORQUAY,3228,SURF COAST SHIRE COUNCIL,RACHIT KAPOOR,
32324874,Restaurant and cafe Licence,NEO CAFE RESTAURANT,119-121 MARKET SQUARE MALL,GEELONG,3220,119 LITTLE MALOP STREET,GEELONG,3220,GREATER GEELONG CITY COUNCIL,NEO CAFE RESTAURANT PTY LTD,
32324890,Restaurant and cafe Licence,FUZION CAFE ECHUCA,129 HARE STREET,ECHUCA,3564,PO BOX 111,ECHUCA,3564,CAMPASPE SHIRE COUNCIL,DAZZVEE PTY LTD,
32324971,Restaurant and cafe Licence,LIONHEART ENGINEERING PTY LTD,SHOP 4- 80 HIGH STREET,WOODEND,3442,39 DONALDS ROAD,WOODEND,3442,MACEDON RANGES SHIRE COUNCIL,LIONHEART ENGINEERING PTY LTD,
32324989,Restaurant and cafe Licence,BERRY HILL CAFE,35 BECKS ROAD,DRYSDALE,3222,PO BOX 296,DRYSDALE,3222,GREATER GEELONG CITY COUNCIL,LEAN NOMINEES PTY LTD,
32324997,Restaurant and cafe Licence,HIGH THYME,81-89 HIGH STREET,WALLAN,3756,52 QUEEN STREET,WALLAN,3756,MITCHELL SHIRE COUNCIL,MADIBELLE'S PTY LTD,
32325008,Restaurant and cafe Licence,THE SUBTLE EYE,68 BULL STREET,BENDIGO,3550,68 BULL STREET,BENDIGO,3550,GREATER BENDIGO CITY COUNCIL,ANTONIO CIANCIO,
32325090,Restaurant and cafe Licence,THE BREWERS TABLE,42-44 STATION STREET,SEYMOUR,3660,41 PROGRESS STREET,SEYMOUR,3660,MITCHELL SHIRE COUNCIL,CARMEN FIFIELD,
32325121,Restaurant and cafe Licence,KITS KAFE,51 MOORE STREET,ROCHESTER,3561,51 MOORE STREET,ROCHESTER,3561,CAMPASPE SHIRE COUNCIL,WALKLEY ENTERPRISES PTY LTD,
32325171,On-Premises Licence,FORGE THEATRE AND ARTS HUB,80 MCKEAN STREET,BAIRNSDALE,3875,EAST GIPPSLAND SHIRE COUNCIL PO BOX 1618,BAIRNSDALE,3875,EAST GIPPSLAND SHIRE COUNCIL,EAST GIPPSLAND SHIRE COUNCIL,
32325189,Restaurant and cafe Licence,ENTWINED CAFE & RESTAURANT,114 HENTY STREET,CASTERTON,3311,108 JACKSON STREET,CASTERTON,3311,GLENELG SHIRE COUNCIL,ANNLIN PTY LTD,
32325228,Restaurant and cafe Licence,PIZZERIA DIVINA,3/58 LIME AVENUE,MILDURA,3500,3/58 LIME AVENUE,MILDURA,3500,MILDURA RURAL CITY COUNCIL,PROSPERO ANFUSO,
32325294,On-Premises Licence,GREATER BENDIGO CITY COUNCIL,ULUMBARRA THEATRE 10-20 GAOL ROAD,BENDIGO,3552,ULUMBARRA THEATRE 10-20 GAOL ROAD,BENDIGO,3552,GREATER BENDIGO CITY COUNCIL,GREATER BENDIGO CITY COUNCIL,
32325309,Restaurant and cafe Licence,LITTLE GREEN CORNER,42 LITTLE RYRIE STREET,GEELONG,3220,42 LITTLE RYRIE STREET,GEELONG,3220,GREATER GEELONG CITY COUNCIL,LITTLE GREEN CORNER,
32325341,Restaurant and cafe Licence,GROUND ZER0,1/34 MURRADOC ROAD,DRYSDALE,3222,90 PEARL BAY PASSAGE,ST LEONARDS,3223,GREATER GEELONG CITY COUNCIL,EFAR PTY LTD,
32325464,Restaurant and cafe Licence,CAFE BAHLOO PORTLAND,85 CLIFF STREET,PORTLAND,3305,15 NEPEAN ROAD,BOLWARRA,3305,GLENELG SHIRE COUNCIL,CAFE BAHLOO PORTLAND PTY LTD,
32325498,Restaurant and cafe Licence,GIDGET'S BEACH CAFE,SHOP 2- 72 CHAPEL STREET,COWES,3922,SHOP 2- 72 CHAPEL STREET,COWES,3922,BASS COAST SHIRE COUNCIL,SERENA CABELLO,
32325579,Restaurant and cafe Licence,BROOKFIELD MAZE,1121 BENALLA-WHITFIELD ROAD,MYRRHEE,3732,1121 BENALLA-WHITFIELD ROAD,MYRRHEE,3732,WANGARATTA RURAL CITY COUNCIL,BROOKFIELD PTY LTD,
32325618,Restaurant and cafe Licence,QU BAH CAFE,SHOP 101 MIDVALLEY SHOPPING CENTRE,MORWELL,3840,PO BOX 3162,GIPPSLAND MAIL CENTRE,3840,LATROBE CITY COUNCIL,QU-BAH PTY LTD,
32325749,Restaurant and cafe Licence,TANI DINING,100 GAVAN STREET,BRIGHT,3741,PO BOX 209,BRIGHT,3741,ALPINE SHIRE COUNCIL,HAMISH NUGENT,
32325812,Restaurant and cafe Licence,THE TRUMPET BAR,SHOP 3- 16 THE ESPLANADE,COWES,3922,PO BOX 882,COWES,3922,BASS COAST SHIRE COUNCIL,GROOVE JOINERY PTY LTD,
32325862,On-Premises Licence,CITY OF BALLARAT,LEVEL 1 900 PLEASANT STREET SOUTH,REDAN,3350,PO BOX 655 900 PLEASANT STREET SOUTH,BALLARAT,3353,BALLARAT CITY COUNCIL,CITY OF BALLARAT,
32325896,Restaurant and cafe Licence,JASHN,331A PAKINGTON STREET,NEWTOWN,3220,2 GRASS TREE COURT,TORQUAY,3228,GREATER GEELONG CITY COUNCIL,VIPUL PTY LTD,
32325943,Restaurant and cafe Licence,IL CAFFE WOODEND,66 HIGH STREET,WOODEND,3442,PO BOX 518,WOODEND,3442,MACEDON RANGES SHIRE COUNCIL,GIOVANNI (JOHN) TULLIO,
32326012,Restaurant and cafe Licence,BROWNZ COURTYARD CAFE,591 HIGH STREET,ECHUCA,3564,591 HIGH STREET,ECHUCA,3564,CAMPASPE SHIRE COUNCIL,MURRAY ROBERT EMMERSON,
32326020,Restaurant and cafe Licence,CASSE-CROUTE SANDWICH & WAFFLE BAR,45A YARRA STREET,GEELONG,3220,45A YARRA STREET,GEELONG,3220,GREATER GEELONG CITY COUNCIL,PATRICIA VERONIQUE ZEROUG,
32326054,Restaurant and cafe Licence,CAPPAROSSI'S PIZZA BISTRO,SHOP 2 & 3- 1 WHITTLESEA-KINGSLAKE ROAD,KINGLAKE,3763,PO BOX 142,KINGLAKE,3763,MURRINDINDI SHIRE COUNCIL,ROSSI'S PTY LTD,
32326062,Restaurant and cafe Licence,VERONICA MAYBURY MEMORIAL RECREATION RESERVE,89 SURF EDGE DRIVE,GOLDEN BEACH,3851,PO BOX 1228,SALE,3850,WELLINGTON SHIRE COUNCIL,VERONICA MAYBURY MEMORIAL RECREATIONAL RESERVE COMMITTEE INC,
32326088,Restaurant and cafe Licence,BRIGHT BURGERVILLE,LOT 3 87 GAVIN STREET,BRIGHT,3741,1 ORANA AVENUE 87 GAVIN STREET,BRIGHT,3741,ALPINE SHIRE COUNCIL,BRIGHT BURGERVILLE PTY LTD,
32326143,On-Premises Licence,MAZANA CAFE,159 RYRIE STREET,GEELONG,3220,159 RYRIE STREET,GEELONG,3220,GREATER GEELONG CITY COUNCIL,FUZION BAR & SHISHA LOUNGE PTY LTD,
32326151,On-Premises Licence,TOSCA BROWNS,211 GRAY STREET,HAMILTON,3300,211 GRAY STREET,HAMILTON,3300,SOUTHERN GRAMPIANS SHIRE COUNCIL,TOBY PINHOL,
32326208,On-Premises Licence,PIANO BAR GEELONG,86 LITTLE MALOP STREET,GEELONG,3220,91 SWANSTON STREET,GEELONG,3220,GREATER GEELONG CITY COUNCIL,ANDREW DARYL POBJOY,
32326240,Restaurant and cafe Licence,RURAL CAFE,2127 HEATHCOTE REDESDAOE ROAD,REDESDALE,3444,2127 HEATHCOTE REDESDAOE ROAD,REDESDALE,3444,MACEDON RANGES SHIRE COUNCIL,ELIZABETH MAY CARR,
32326258,Restaurant and cafe Licence,LUCY LOCKETS 261,261 MYERS STREET,GEELONG WEST,3219,60 MCCANNS LANE,FYANSFORD,3218,GREATER GEELONG CITY COUNCIL,LRW11 ENTERPRISES PTY LTD,
32326305,Restaurant and cafe Licence,MILLARS LARA,80 WESTLAKES BOULEVARD,LARA,3212,80 WESTLAKES BOULEVARD,LARA,3212,GREATER GEELONG CITY COUNCIL,SCOTT MILLAR,
32326313,Restaurant and cafe Licence,HOM THAI RESTAURANT,4 PORTER AVENUE,HIGHTON,3216,4 PORTER AVENUE,HIGHTON,3216,GREATER GEELONG CITY COUNCIL,PHC TRADING PTY LTD,
32326355,Restaurant and cafe Licence,MOUNT BULLER FOOD PLAZA,PART OF LEVEL 3 BULLER CHALET,MOUNT BULLER,3723,260 SWANSTON STREET BULLER CHALET,MELBOURNE,3000,MANSFIELD SHIRE COUNCIL,MOUNT BULLER FOOD PLAZA PTY LTD,
32326517,Restaurant and cafe Licence,HOP TEMPLE,24-28 ARMSTRONG STREET,BALLARAT,3350,PO BOX 582W,BALLARAT,3350,BALLARAT CITY COUNCIL,HOP TEMPLE PTY LTD,
32326533,Restaurant and cafe Licence,FOUR SEASONS CHINESE RESTAURANT,58 SACKVILLE STREET,PORT FAIRY,3284,PO BOX 110,PORT FAIRY,3284,MOYNE SHIRE COUNCIL,STEPHEN SHOO,
32326606,Restaurant and cafe Licence,KATE'S KITCHEN OF KYNETON,SHOP 3- 12-14 PIPER STREET,KYNETON,3444,PO BOX 1078,KYNETON,3444,MACEDON RANGES SHIRE COUNCIL,KATE'S KITCHEN OF KYNETON PTY LTD,
32326630,Restaurant and cafe Licence,CHINATOWN DUMPLING,98 HIGH STREET,BELMONT,3216,98 HIGH STREET,BELMONT,3216,GREATER GEELONG CITY COUNCIL,XIAO YONG QIN,
32326656,On-Premises Licence,THE BENDIGO TOWN HALL,189-193 HARGREAVES STREET,BENDIGO,3550,189-193 HARGREAVES STREET,BENDIGO,3550,GREATER BENDIGO CITY COUNCIL,GREATER BENDIGO CITY COUNCIL,
32326672,Restaurant and cafe Licence,WILD HONEY,76-78 CUNNINGHAME STREET,SALE,3850,76-78 CUNNINGHAME STREET,SALE,3850,WELLINGTON SHIRE COUNCIL,KSK CAFES PTY LTD,
32326698,Restaurant and cafe Licence,ECLECTIC TASTES,2 BURNBANK STREET,BALLARAT,3350,2 BURNBANK STREET,BALLARAT,3350,BALLARAT CITY COUNCIL,MARGO PETTIT,
32326745,Restaurant and cafe Licence,THE NOOK ON HIGH,542 HIGH STREET,ECHUCA,3564,PO BOX 1242,ECHUCA,3564,CAMPASPE SHIRE COUNCIL,THE NOOK ON HIGH PTY LTD,
32326761,Restaurant and cafe Licence,GRAND GURU INDIAN RESTAURANT,1/A 31 BRANTOME STREET,GISBORNE,3437,73 ROSELEIGH BOULEVARD,SYDENHAM,3037,MACEDON RANGES SHIRE COUNCIL,NRSK PTY LTD,
32326787,Restaurant and cafe Licence,BLACKWOOD RIDGE NURSERY,812 GREENHILLS ROAD,BLACKWOOD,3458,PO BOX 300,BALLAN,3342,MOORABOOL SHIRE COUNCIL,DANIEL SULLIVAN,
32326800,On-Premises Licence,THE CORPORATE MOOSE,71 BOWRINGS LANE,MILDURA,3500,71 BOWRINGS LANE,MILDURA,3500,MILDURA RURAL CITY COUNCIL,THE CORPORATE MOOSE PTY LTD,
32326884,Restaurant and cafe Licence,PRIB PRAOW THAI RESTAURANT,9-11 MASON STREET,WARRAGUL,3820,9-11 MASON STREET,WARRAGUL,3820,BAW BAW SHIRE COUNCIL,PRIB PRAOW THAI RESTAURANT PTY LTD,
32326907,Restaurant and cafe Licence,FRONT PADDOCK CAFE AND LARDER,24 MAIN STREET,DERRINALLUM,3325,24 MAIN STREET,DERRINALLUM,3325,CORANGAMITE SHIRE COUNCIL,CHEYANNE AINSWORTH,
32326923,On-Premises Licence,MOJO POOL LOUNGE,122 ARMSTRONG STREET,BALLARAT,3350,122 ARMSTRONG STREET,BALLARAT,3350,BALLARAT CITY COUNCIL,MOJO POOL LOUNGE BALLARAT PTY LTD,
32326965,Restaurant and cafe Licence,BOTANICAL ON RYRIE,404 RYRIE STREET,EAST GEELONG,3219,404 RYRIE STREET,EAST GEELONG,3219,GREATER GEELONG CITY COUNCIL,BOTANICAL ON RYRIE PTY LTD,
32327034,Restaurant and cafe Licence,DAAWAT- E- MILDURA INDIAN RESTAURANT,121 EIGHTH STREET,MILDURA,3500,58 BREASLEY PARKWAY,POINT COOK,3030,MILDURA RURAL CITY COUNCIL,REVICK INTERNATIONAL PTY LTD,
32327107,Restaurant and cafe Licence,THE FLAMES INDIAN RESTAURANT,166A MOLLISON STREET,KYNETON,3444,166A MOLLISON STREET,KYNETON,3444,MACEDON RANGES SHIRE COUNCIL,GURAYA GROUP PTY LTD,
32327157,Restaurant and cafe Licence,DOLLY'S SISTER VEGAN CAFE & BAR,221 MOORABOOL STREET,GEELONG,3225,221 MOORABOOL STREET,GEELONG,3225,QUEENSCLIFFE BOROUGH COUNCIL,DOLLY'S SISTER VEGAN CAFE & BAR PTY LTD,
32327254,Restaurant and cafe Licence,TOMI LOUNGE,64-66 MALOP STREET,GEELONG,3220,64-66 MALOP STREET,GEELONG,3220,GREATER GEELONG CITY COUNCIL,TOMI LOUNGE PTY LTD,
32327270,On-Premises Licence,KERANG MOTEL,77 WELLINGTON STREET,KERANG,3579,77 WELLINGTON STREET,KERANG,3579,GANNAWARRA SHIRE COUNCIL,SPIDERWEBB CORPORATION PTY LTD,
32327288,On-Premises Licence,"""BRASS COMPASS"" CAFE & BAR",81 BENTINCK STREET,PORTLAND,3305,81 BENTINCK STREET,PORTLAND,3305,GLENELG SHIRE COUNCIL,WAYNE FREDERICK HUNT,
32327327,Restaurant and cafe Licence,LAZY MOE'S BENDIGO,94-98 MITCHELL STREET,BENDIGO,3550,2/32 RANDOR STREET,CAMPBELLFIELD,3061,GREATER BENDIGO CITY COUNCIL,VERY ANGRY PTY LTD,
32327628,Restaurant and cafe Licence,ZAMBRERO GEELONG WEST,SHOP 8- PAKINGTON STRAND 95-108 PAKINGTON STREET,GEELONG WEST,3218,SHOP 8- PAKINGTON STRAND 95-108 PAKINGTON STREET,GEELONG WEST,3218,GREATER GEELONG CITY COUNCIL,GEELONG WEST Z PTY LTD,
32327660,Restaurant and cafe Licence,WATTS IN BUNDALONG CAFE,1 PLENTYFISH COURT,BUNDALONG,3730,1 PLENTYFISH COURT,BUNDALONG,3730,MOIRA SHIRE COUNCIL,ALISON LYNETTE CHAPMAN,
32327775,Restaurant and cafe Licence,HOUSE IBERIA,137 SHANNON AVENUE,MANIFOLD HEIGHTS,3218,137 SHANNON AVENUE,MANIFOLD HEIGHTS,3218,GREATER GEELONG CITY COUNCIL,ROSE MARY LEE MAHONEY,
32327783,On-Premises Licence,QUIKSILVER BOARDRIDERS,SHOPS 1 & 2 61 GEELONG ROAD,TORQUAY,3230,SHOPS 1 & 2 61 GEELONG ROAD,TORQUAY,3230,SURF COAST SHIRE COUNCIL,UG MANUFACTURING CO PTY LTD,
32327822,On-Premises Licence,RAILWAY CAFE & TRACKS BAR,29 STATION STREET,MARYBOROUGH,3465,29 STATION STREET,MARYBOROUGH,3465,CENTRAL GOLDFIELDS SHIRE COUNCIL,RAILWAY CAFE & TRACKS BAR,
32327911,Restaurant and cafe Licence,COFFEE BASICS PTY LTD,SHOP 7&8 9 WALKER STREET,CASTLEMAINE,3450,SHOP 7&8 9 WALKER STREET,CASTLEMAINE,3450,MOUNT ALEXANDER SHIRE COUNCIL,COFFEE BASICS PTY LTD,
32327929,Restaurant and cafe Licence,RICCO'S PIZZA BAR,SHOP 1 & 2 48 EDGAR STREET,HEYWOOD,3304,SHOP 1 & 2 48 EDGAR STREET,HEYWOOD,3304,GLENELG SHIRE COUNCIL,ELIZABETH JAROSZCZUK,
32327937,Restaurant and cafe Licence,WELSFORD STREET CAFE,2 / 159 WELSFORD STREET,SHEPPARTON,3630,2 / 159 WELSFORD STREET,SHEPPARTON,3630,GREATER SHEPPARTON CITY COUNCIL,MARGOO PTY LTD,
32327945,On-Premises Licence,HANDLE BAR BENDIGO,65-73 MITCHELL STREET,BENDIGO,3550,27 QUEEN STREET,BENDIGO,3550,GREATER BENDIGO CITY COUNCIL,BENDIGO COMMUNITY VENTURES PTY LTD,
32328103,On-Premises Licence,WILLOW & IVIE,256 IRYMPLE AVENUE,NICHOLS POINT,3501,PO BOX 308,NICHOLS POINT,3501,MILDURA RURAL CITY COUNCIL,WILLOW & IVIE PTY LTD,
32328161,Restaurant and cafe Licence,LEMONGRASS THAI CUISINE COLAC,205-207 MURRAY STREET,COLAC,3250,205-207 MURRAY STREET,COLAC,3250,COLAC-OTWAY SHIRE COUNCIL,KEAWALIN SIMTARAKAO,
32328226,Restaurant and cafe Licence,HARRY'S FORK,26 HIGH STREET,MANSFIELD,3722,26 HIGH STREET,MANSFIELD,3722,MANSFIELD SHIRE COUNCIL,CHRISTOPHER GERARD REDMOND,
32328242,Restaurant and cafe Licence,SHADY OAKS CAFE,5 YOUNG STREET,LEONGATHA,3953,27 JOHNSON STREET,LEONGATHA,3953,SOUTH GIPPSLAND SHIRE COUNCIL,KAYLENE ANN SCHAARSCHMIDT,
32328276,Restaurant and cafe Licence,FLOUR PLUS WATER,171-173 KIEWA VALLEY HIGHWAY,TAWONGA SOUTH,3698,PO BOX 467,MOUNT BEAUTY,3699,ALPINE SHIRE COUNCIL,ANDREW JOHN MAHONY,
